Name,Description,Price,Image URL
Toyota Camry,"2009 г., 2.5 л., автомат, седан, бензин, руль слева, 147 800 км",$ 11 800,https://im.mashina.kg/tachka/images//a/9/4/a9483e4556ca125d5ccf194ac782134b_240x180.jpg
Subaru Ascent,"2018 г., 2.4 л., вариатор, внедорожник 5 дв., бензин, руль слева, 67 000 км",$ 38 000,https://im.mashina.kg/tachka/images//4/f/0/4f0fae35a2c520e70a60a3328946b868_240x180.jpg
Kia Morning,"2017 г., 1 л., автомат, хэтчбек 5 дв., бензин, руль слева, 38 000 км",$ 8 800,https://im.mashina.kg/tachka/images//5/4/a/54ad0bd48d7df91e9244ba85dd279d77_240x180.jpg
Mercedes-Benz C-Класс,"2018 г., 2.1 л., автомат, седан, дизель, руль слева, 105 000 км",$ 23 000,https://im.mashina.kg/tachka/images//a/1/3/a13a679ddbafb3a3da6255ca1be218ce_240x180.jpg
Toyota Land Cruiser,"2008 г., 4.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 178 246 км",$ 31 500,https://im.mashina.kg/tachka/images//b/8/5/b850cc7a8d20836797bb77efd62c1d2a_240x180.jpg
Toyota Highlander,"2011 г., 3.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 194 000 км",$ 22 700,https://im.mashina.kg/tachka/images//9/1/e/91e7e2263ccaf908c3294991a9bf951c_240x180.jpg
Lexus GX,"2005 г., 4.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 147 000 км",$ 25 800,https://im.mashina.kg/tachka/images//4/2/6/4266f2a17ea30d17a4ef5c8a4be2d3b6_240x180.jpg
Kia K5 II Седан,"2019 г., 2 л., автомат, седан, газ, руль слева, 150 000 км",$ 15 500,https://im.mashina.kg/tachka/images//3/9/5/395b6e9489553a30bdc05cc2be97f2f5_240x180.jpg
Mercedes-Benz G-класс,"2001 г., 4 л., автомат, внедорожник 5 дв., дизель, руль слева, 240 000 км",$ 19 900,https://im.mashina.kg/tachka/images//a/b/3/ab3e9c89e5eaac842f0ad2ff0a564eb8_240x180.jpg
Toyota RAV4,"2016 г., 2.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 73 000 км",$ 19 300,https://im.mashina.kg/tachka/images//4/b/2/4b2ab2af30f8a4411f227798d8629d15_240x180.jpg
Toyota Camry,"2018 г., 2.5 л., вариатор, седан, гибрид, руль слева, 60 000 км",$ 32 000,https://im.mashina.kg/tachka/images//9/c/f/9cf3108dbf59f6f8e2218ad5347dbc88_240x180.jpg
Toyota Highlander,"2010 г., 3.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 145 000 км",$ 24 000,https://im.mashina.kg/tachka/images//e/2/c/e2c146b7ba766c6ca93cd11e06e36271_240x180.jpg
BMW X7,"2020 г., 3 л., автомат, внедорожник 5 дв., бензин, руль слева, 33 666 км",$ 87 000,https://im.mashina.kg/tachka/images//d/5/1/d51b498c29bb400cca4d3dbf19dd089c_240x180.jpg
Kia Seltos,"2019 г., 1.6 л., робот, внедорожник 5 дв., дизель, руль слева, 125 000 км",$ 22 900,https://im.mashina.kg/tachka/images//c/5/e/c5ebc93693b290c5084d843ee4843a98_240x180.jpg
Porsche Cayenne,"2013 г., 4.8 л., автомат, внедорожник 5 дв., бензин, руль слева, 84 000 км",$ 38 000,https://im.mashina.kg/tachka/images//1/7/b/17bb941c397cda19e54ce383c84acda5_240x180.jpg
Kia K5 II Седан,"2016 г., 2 л., автомат, седан, газ, руль слева, 273 000 км",$ 12 500,https://im.mashina.kg/tachka/images//3/3/f/33fc6de3040b88b21e60cc189883dd42_240x180.jpg
BMW 5 серии,"2017 г., 3 л., автомат, седан, бензин, руль слева, 61 000 км",$ 45 000,https://im.mashina.kg/tachka/images//3/e/3/3e3c52acbb411942d467beba7e4eed04_240x180.jpg
Kia Carnival,"2016 г., 2.2 л., автомат, минивэн, дизель, руль слева, 218 000 км",$ 19 700,https://im.mashina.kg/tachka/images//0/5/1/051ffbb70d64d81c77a63a2d67d081d9_240x180.jpg
Lexus RX,"2015 г., 3.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 99 000 км",$ 33 000,https://im.mashina.kg/tachka/images//b/7/c/b7ce437e84390d1f13fcb57d2ad58c52_240x180.jpg
Toyota RAV4,"2021 г., 2.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 34 000 км",$ 33 500,https://im.mashina.kg/tachka/images//f/c/6/fc673f5b1248e76ac1ad4728a3805968_240x180.jpg
Mercedes-Benz E-класс,"2001 г., 4.3 л., автомат, седан, бензин, руль слева, 300 000 км",$ 8 500,https://im.mashina.kg/tachka/images//7/b/b/7bbec3f4183658b765906193890908ee_240x180.jpg
Toyota Camry,"2016 г., 2.5 л., автомат, седан, бензин, руль слева, 999 999 км",$ 14 499,https://im.mashina.kg/tachka/images//8/2/4/824e2c109af8d488d690b77486db9241_240x180.jpg
Toyota Wish,"2009 г., 1.8 л., вариатор, минивэн, бензин, руль слева, 195 000 км",$ 9 999,https://im.mashina.kg/tachka/images//5/8/f/58fcc470cc3b99a98502f41c4b9ff94c_240x180.jpg
Mercedes-Benz S-класс,"2013 г., 4.7 л., автомат, седан, бензин, руль слева, 144 000 км",$ 49 500,https://im.mashina.kg/tachka/images//6/d/4/6d4d13791f8f8ae69dd5d44ebbff28cb_240x180.jpg
Toyota Land Cruiser Prado,"2019 г., 2.8 л., автомат, внедорожник 5 дв., дизель, руль слева, 35 000 км",$ 67 500,https://im.mashina.kg/tachka/images//4/c/7/4c7ee1476838d4391dd853a25606563c_240x180.jpg
Lexus ES,"2021 г., 2.5 л., автомат, седан, бензин, руль слева, 25 000 км",$ 40 999,https://im.mashina.kg/tachka/images//7/9/f/79fe9d1a9a540bee14645c7a7dc3b7f4_240x180.jpg
Toyota Camry,"2021 г., 2.5 л., автомат, седан, бензин, руль слева, 39 750 км",$ 27 500,https://im.mashina.kg/tachka/images//4/d/d/4dda66d270cb284a0d05d1a4254de9d4_240x180.jpg
BMW 5 серии,"2018 г., 2 л., автомат, седан, дизель, руль слева, 65 000 км",$ 38 500,https://im.mashina.kg/tachka/images//d/e/5/de5720af21c0ad98028e1f0194a4a6e4_240x180.jpg
BMW X5,"2021 г., 3 л., автомат, внедорожник 5 дв., бензин, руль слева, 22 000 км",$ 99 500,https://im.mashina.kg/tachka/images//8/4/7/8473bd7ddc7bafe8cbe5a3b4188096f8_240x180.jpg
Honda HR-V,"2019 г., 1.8 л., вариатор, внедорожник 5 дв., бензин, руль слева, 40 000 км",$ 19 000,https://im.mashina.kg/tachka/images//7/b/7/7b76ab8c49e90ebd81a74536cab12aef_240x180.jpg
Toyota Altezza,"2003 г., 2 л., автомат, универсал, бензин, руль справа, 308 000 км",$ 5 300,https://im.mashina.kg/tachka/images//0/0/2/002f7a0560e3ca7a2d26e76c94df1089_240x180.jpg
Lexus LX,"2010 г., 5.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 270 000 км",$ 38 500,https://im.mashina.kg/tachka/images//6/b/f/6bf81e3fd12c4d546f7ea05f7a615733_240x180.jpg
Lexus RX,"2016 г., 3.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 130 000 км",$ 48 000,https://im.mashina.kg/tachka/images//1/2/1/121bf5a7c96014cdb024c4250fad8fca_240x180.jpg
Lexus LX,"2005 г., 4.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 180 000 км",$ 24 000,https://im.mashina.kg/tachka/images//e/6/f/e6fa9983a5a1e05a0e76be65eade9ab3_240x180.jpg
Toyota Camry,"2018 г., 2.5 л., автомат, седан, бензин, руль слева, 150 000 км",$ 24 500,https://im.mashina.kg/tachka/images//9/0/9/9099f938fe87b20989208a1bacc983b0_240x180.jpg
BMW 5 серии,"2017 г., 3 л., автомат, седан, бензин, руль слева, 75 000 км",$ 43 500,https://im.mashina.kg/tachka/images//d/4/8/d48b35cb193830807c642d0d3182f629_240x180.jpg
Toyota RAV4,"2014 г., 2 л., вариатор, внедорожник 5 дв., бензин, руль слева, 93 000 км",$ 22 000,https://im.mashina.kg/tachka/images//0/9/d/09d23702282b8454e328c733e89ebde3_240x180.jpg
Kia K5 III Седан,"2020 г., 1.6 л., автомат, седан, бензин, руль слева, 34 800 км",$ 27 900,https://im.mashina.kg/tachka/images//9/d/9/9d98403e4fd996a5e273a341770eb405_240x180.jpg
Toyota Avalon,"2017 г., 2.5 л., вариатор, седан, гибрид, руль слева, 130 000 км",$ 25 000,https://im.mashina.kg/tachka/images//2/a/b/2abacafecd3533685ef72b6f460f29b2_240x180.jpg
BMW X5,"2005 г., 3 л., автомат, внедорожник 5 дв., дизель, руль слева, 306 000 км",$ 14 900,https://im.mashina.kg/tachka/images//5/d/2/5d28884db944ccae7486513356462313_240x180.jpg
Hyundai Sonata,"2017 г., 2 л., автомат, седан, газ, руль слева, 209 500 км",$ 15 800,https://im.mashina.kg/tachka/images//0/6/a/06ab58fd2adb90363d353385a33347e7_240x180.jpg
Lexus RX,"2009 г., 3.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 207 000 км",$ 23 000,https://im.mashina.kg/tachka/images//8/6/9/869e0addadd7c77367e0ba88e9c52ef0_240x180.jpg
Honda Jazz,"2008 г., 1.3 л., вариатор, хэтчбек 5 дв., бензин, руль слева, 189 000 км",$ 9 500,https://im.mashina.kg/tachka/images//5/4/f/54f781f20da945ba22b1c2aaf8e31526_240x180.jpg
Toyota RAV4,"2020 г., 2.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 6 300 км",$ 32 500,https://im.mashina.kg/tachka/images//9/5/4/954a0ee30dac55b088086b8611336ab0_240x180.jpg
Toyota Camry,"2016 г., 2.5 л., автомат, седан, бензин, руль слева, 180 000 км",$ 25 500,https://im.mashina.kg/tachka/images//c/0/3/c0357c0ef48e16caba115d43f5cc4d5c_240x180.jpg
Daewoo Matiz,"2004 г., 1 л., механика, хэтчбек 5 дв., бензин, руль слева, 299 818 км",$ 2 276,https://im.mashina.kg/tachka/images//6/b/9/6b92261e18bbde77487e5511dd257e45_240x180.jpg
Toyota Duet,"1999 г., 1 л., автомат, хэтчбек 5 дв., бензин, руль справа, 172 000 км",$ 3 528,https://im.mashina.kg/tachka/images//5/2/8/528b8ec7d81d6c77d2da3dccee56af1d_240x180.jpg
Subaru Forester,"2003 г., 2 л., автомат, универсал, бензин, руль справа, 220 000 км",$ 6 300,https://im.mashina.kg/tachka/images//a/d/3/ad373051b4a9a8ff9e7407b58f7c722a_240x180.jpg
Honda Accord,"2008 г., 2.4 л., автомат, седан, бензин, руль слева, 127 000 км",$ 10 600,https://im.mashina.kg/tachka/images//8/1/8/818a4ca74cc98f6578130e212eb386ae_240x180.jpg
Toyota RAV4,"2017 г., 2 л., вариатор, внедорожник 5 дв., бензин, руль слева, 22 500 км",$ 31 000,https://im.mashina.kg/tachka/images//0/8/d/08d5cf5313cd6cafd037e735f49fa389_240x180.jpg
BMW 5 серии,"1991 г., 2.5 л., механика, седан, бензин, руль слева, 465 767 км",$ 2 845,https://im.mashina.kg/tachka/images//7/c/f/7cf0b896b29757cc0f580aa85c9c905a_240x180.jpg
Honda Fit,"2001 г., 1.3 л., вариатор, хэтчбек 5 дв., бензин, руль справа, 253 000 км",$ 5 462,https://im.mashina.kg/tachka/images//d/3/0/d305e136b007264eb06fa022218ebcbb_240x180.jpg
Audi A6,"1996 г., 2.6 л., механика, седан, бензин, руль слева, 450 000 км",$ 3 528,https://im.mashina.kg/tachka/images//5/9/7/5976e532773223d2743a4fe16c6fcf95_240x180.jpg
Chevrolet Malibu,"2017 г., 1.5 л., автомат, седан, бензин, руль слева, 130 196 км",$ 7 400,https://im.mashina.kg/tachka/images//0/1/4/014d26bb6783ede0c1ca7da1b7385d05_240x180.jpg
Toyota Land Cruiser,"2017 г., 4.5 л., автомат, внедорожник 5 дв., дизель, руль слева, 87 000 км",$ 89 000,https://im.mashina.kg/tachka/images//d/3/f/d3faf32430bfc9030fbe839e9c170440_240x180.jpg
Mercedes-Benz E-класс,"2004 г., 2.7 л., автомат, универсал, дизель, руль слева, 330 000 км",$ 8 000,https://im.mashina.kg/tachka/images//9/a/7/9a7b7aef8da3148501101b88d736ac57_240x180.jpg
Toyota Camry,"2021 г., 2.5 л., автомат, седан, бензин, руль слева, 5 000 км",$ 41 500,https://im.mashina.kg/tachka/images//6/7/d/67d006d2cbf3fced0a3e2cb1a4ab247e_240x180.jpg
Skoda Octavia,"2015 г., 1.6 л., автомат, лифтбек, бензин, руль слева, 323 456 км",$ 6 999,https://im.mashina.kg/tachka/images//9/6/9/969c0b05aaf9d1769d355bc61fdf407c_240x180.jpg
Opel Vectra,"2000 г., 1.8 л., механика, седан, бензин, руль слева, 200 000 км",$ 3 414,https://im.mashina.kg/tachka/images//2/0/0/200782bdf0a6e9e2f21c35188d719676_240x180.jpg
BMW 7 серии,"2012 г., 4.4 л., автомат, седан, бензин, руль слева, 180 000 км",$ 25 000,https://im.mashina.kg/tachka/images//1/4/f/14fb71217670e8df960507e7df74b0d8_240x180.jpg
Honda Jazz,"2002 г., 1.5 л., механика, хэтчбек 5 дв., бензин, руль слева, 329 000 км",$ 6 600,https://im.mashina.kg/tachka/images//5/a/6/5a658394d1d8415b01f86b4e1a4a9023_240x180.jpg
Kia K7,"2016 г., 3 л., автомат, седан, газ, руль слева, 171 421 км",$ 17 200,https://im.mashina.kg/tachka/images//3/e/d/3edb61064853d0fa9527947984b23635_240x180.jpg
Toyota Windom,"2002 г., 3 л., автомат, седан, бензин, руль справа, 304 456 км",$ 8 876,https://im.mashina.kg/tachka/images//a/d/1/ad1f2e3ef0d6bfa4d22cc80fe4e21fb8_240x180.jpg
Toyota RAV4,"2020 г., 2.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 36 000 км",$ 40 000,https://im.mashina.kg/tachka/images//4/e/b/4ebf92dc0767dbbffd7c5c4d0bbf35ca_240x180.jpg
Volkswagen Vento,"1994 г., 1.8 л., механика, седан, бензин, руль слева, 190 200 км",$ 1 593,https://im.mashina.kg/tachka/images//8/9/6/896c14027aec2bbbda067e8d52bbc21f_240x180.jpg
Suzuki SX4,"2011 г., 2 л., автомат, хэтчбек 5 дв., бензин, руль слева, 200 000 км",$ 7 500,https://im.mashina.kg/tachka/images//6/9/e/69eb54727ffabd5fd3de2754845ab1e4_240x180.jpg
Mercedes-Benz E-класс,"2001 г., 4.3 л., автомат, седан, бензин, руль слева, 276 000 км",$ 7 800,https://im.mashina.kg/tachka/images//a/8/2/a8229e4572e501882a631ae3a073f443_240x180.jpg
Jaguar XE,"2017 г., 2 л., автомат, седан, бензин, руль слева, 57 000 км",$ 21 000,https://im.mashina.kg/tachka/images//8/4/6/84683d472d5758771ae64f09648feafc_240x180.jpg
Kia K7,"2018 г., 2.4 л., автомат, седан, гибрид, руль слева, 63 000 км",$ 26 800,https://im.mashina.kg/tachka/images//9/c/f/9cf6652241bf749910047da569a49694_240x180.jpg
Toyota Ist,"2003 г., 1.3 л., автомат, хэтчбек 5 дв., бензин, руль справа, 20 500 км",$ 6 950,https://im.mashina.kg/tachka/images//6/8/0/680dbdc8b2f24d19fe2a59e307215ef6_240x180.jpg
Daewoo Nexia,"2006 г., 1.5 л., механика, седан, бензин, руль слева, 385 567 км",$ 2 162,No image
Daewoo Matiz,"2005 г., 1 л., механика, хэтчбек 5 дв., бензин, руль слева, 165 500 км",$ 2 503,https://im.mashina.kg/tachka/images//e/2/9/e293cee87edd842f5e8f3b7d9b885184_240x180.jpg
Toyota Camry (Japan),"2019 г., 2.5 л., вариатор, седан, гибрид, руль слева, 75 800 км",$ 28 300,https://im.mashina.kg/tachka/images//b/f/0/bf0714ad6ac22c299361b43db2951d79_240x180.jpg
Honda Capa,"1999 г., 1.5 л., вариатор, микровэн, бензин, руль справа, 355 000 км",$ 2 162,No image
Toyota RAV4,"2018 г., 2.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 37 800 км",$ 24 800,https://im.mashina.kg/tachka/images//a/1/7/a17bd5fbb825b491c8778d77cbbf50cc_240x180.jpg
Honda Logo,"2000 г., 1.3 л., автомат, хэтчбек 5 дв., бензин, руль справа, 777 777 км",$ 3 641,https://im.mashina.kg/tachka/images//c/d/7/cd7c808aa00efd55983c77247eabb3ce_240x180.jpg
Honda Fit,"2005 г., 1.3 л., вариатор, хэтчбек 5 дв., бензин, руль справа, 250 000 км",$ 5 519,https://im.mashina.kg/tachka/images//4/a/6/4a6fd55e44c82559bd3f2f6195fe66ea_240x180.jpg
Kia K5 III Седан,"2020 г., 2 л., автомат, седан, гибрид, руль слева, 70 400 км",$ 21 600,https://im.mashina.kg/tachka/images//0/e/0/0e04cc13c509969d4e4125b6a69ff061_240x180.jpg
Nissan Rogue,"2011 г., 2.5 л., вариатор, внедорожник 5 дв., бензин, руль слева, 178 000 км",$ 17 000,https://im.mashina.kg/tachka/images//6/d/2/6d248780b62df5625cb9afab4cb6dab4_240x180.jpg
Kia K5 II Седан,"2017 г., 2 л., автомат, седан, газ, руль слева, 107 000 км",$ 12 600,https://im.mashina.kg/tachka/images//a/c/4/ac4311604dc5ce8c875df0dbfefdf5cb_240x180.jpg
Mercedes-Benz W124,"1989 г., 2.3 л., автомат, седан, бензин, руль слева, 194 000 км",$ 3 528,https://im.mashina.kg/tachka/images//c/b/b/cbb4a54694e02da2fd48abdafef7dffe_240x180.jpg
Hyundai Sonata,"2019 г., 2 л., автомат, седан, бензин / газ, руль слева, 87 490 км",$ 18 300,https://im.mashina.kg/tachka/images//6/7/4/67459870e6c33c32674b4b1961be5a8d_240x180.jpg
Hyundai Sonata,"2010 г., 2 л., автомат, седан, бензин, руль слева, 230 000 км",$ 11 500,https://im.mashina.kg/tachka/images//d/5/c/d5c58896c62fbf2b985c95ffa4a0db33_240x180.jpg
Kia Carnival,"2021 г., 2.2 л., автомат, минивэн, дизель, руль слева, 44 500 км",$ 31 300,https://im.mashina.kg/tachka/images//8/2/b/82b8306eff0a5457b9ae9500f1609b8a_240x180.jpg
Toyota Estima,"2003 г., 2.4 л., автомат, минивэн, бензин, руль справа, 100 000 км",$ 7 500,https://im.mashina.kg/tachka/images//e/b/9/eb95964654d2967607aba22e89d77425_240x180.jpg
Toyota Sienna,"2017 г., 3.5 л., автомат, минивэн, бензин, руль слева, 143 000 км",$ 32 500,https://im.mashina.kg/tachka/images//2/d/4/2d443b547d98898d4039601e92ce5d26_240x180.jpg
Toyota Fortuner,"2017 г., 2.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 70 000 км",$ 40 500,https://im.mashina.kg/tachka/images//4/2/7/4275c2ac1a6e03196d435be50a629946_240x180.jpg
Lexus RX,"2017 г., 3.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 110 000 км",$ 53 000,https://im.mashina.kg/tachka/images//c/3/b/c3b97d5b92ab907e27615efec4762660_240x180.jpg
Lexus LX,"2015 г., 4.5 л., автомат, внедорожник 5 дв., дизель, руль слева, 125 000 км",$ 88 000,https://im.mashina.kg/tachka/images//9/1/a/91a23ea4736b9bfc914e94d13a580baa_240x180.jpg
Lexus GX,"2007 г., 4.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 175 000 км",$ 26 500,https://im.mashina.kg/tachka/images//f/6/a/f6a2c3b63c6de37200c1ba4bd0fc349d_240x180.jpg
Toyota Highlander,"2017 г., 3.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 62 000 км",$ 41 100,https://im.mashina.kg/tachka/images//3/9/7/397cc0411b734d0fa2f8e1064b899e04_240x180.jpg
Lexus LX,"2014 г., 5.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 40 500 км",$ 65 000,https://im.mashina.kg/tachka/images//a/b/3/ab3f7cb46db72bc50b5b090e64330543_240x180.jpg
Land Rover Range Rover,"2018 г., 4.4 л., автомат, внедорожник 5 дв., дизель, руль слева, 41 000 км",$ 115 000,https://im.mashina.kg/tachka/images//2/c/2/2c285222aec4a03816e29fb21f94e550_240x180.jpg
Genesis GV80,"2020 г., 3 л., автомат, внедорожник 5 дв., дизель, руль слева, 38 000 км",$ 69 000,https://im.mashina.kg/tachka/images//8/d/5/8d5a34db3191fc6569ee5cbdfb95da76_240x180.jpg
Toyota Camry,"2021 г., 2.5 л., автомат, седан, бензин, руль слева, 27 000 км",$ 26 300,https://im.mashina.kg/tachka/images//6/3/1/631e683d113e3c0efaaff086d9db2891_240x180.jpg
Toyota RAV4,"2016 г., 2.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 160 000 км",$ 27 500,https://im.mashina.kg/tachka/images//a/2/9/a29a699a99b6af022789ca0c684c743b_240x180.jpg
BMW X5,"2017 г., 3 л., автомат, внедорожник 5 дв., дизель, руль слева, 150 000 км",$ 49 500,https://im.mashina.kg/tachka/images//a/3/6/a36fb2df832fc46d06c6913b3f27e1a5_240x180.jpg
Toyota 4Runner,"2017 г., 4 л., автомат, внедорожник 5 дв., бензин, руль слева, 120 000 км",$ 37 500,https://im.mashina.kg/tachka/images//6/f/3/6f3d18909acce96e97b39456bd181437_240x180.jpg
Hyundai Elantra,"2018 г., 2 л., автомат, седан, бензин, руль слева, 35 000 км",$ 11 800,https://im.mashina.kg/tachka/images//3/f/5/3f56ee353ec7612af448b6fdef54e63c_240x180.jpg
Lexus LX,"2012 г., 5.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 200 000 км",$ 46 000,https://im.mashina.kg/tachka/images//b/d/c/bdc05b775f6d6a384e8e637e655a73f7_240x180.jpg
Toyota Land Cruiser,"2012 г., 4.6 л., автомат, внедорожник 5 дв., бензин, руль слева, 139 000 км",$ 49 000,https://im.mashina.kg/tachka/images//6/b/6/6b6b415223149c7ceff9be1187a71575_240x180.jpg
Toyota Highlander,"2022 г., 2.5 л., автомат, внедорожник 5 дв., гибрид, руль слева",$ 72 000,https://im.mashina.kg/tachka/images//1/0/8/1084f072b109822a393b3b48f8fa9304_240x180.jpg
Lexus GS,"2018 г., 2.5 л., вариатор, седан, гибрид, руль слева, 67 000 км",$ 29 400,https://im.mashina.kg/tachka/images//3/0/1/301d0ca5b519776d4f51f9e9c632a640_240x180.jpg
Honda Fit,"2003 г., 1.3 л., вариатор, хэтчбек 5 дв., бензин, руль справа, 123 178 км",$ 5 400,https://im.mashina.kg/tachka/images//c/2/1/c2147b6d27e2b5e5b8e3def187a98ae5_240x180.jpg
Lexus ES,"2007 г., 3.5 л., автомат, седан, бензин, руль слева, 335 000 км",$ 10 800,https://im.mashina.kg/tachka/images//0/d/2/0d27ea3127c2707a30eb0fc1ca05d1eb_240x180.jpg
Ford Mondeo,"2001 г., 2 л., автомат, универсал, бензин, руль слева, 141 254 км",$ 3 983,https://im.mashina.kg/tachka/images//c/c/1/cc165331e6fb8313cacac9742840746d_240x180.jpg
Kia K7,"2020 г., 3 л., автомат, седан, газ, руль слева, 55 000 км",$ 27 500,https://im.mashina.kg/tachka/images//8/7/d/87df19d915f8c5eb7361e11c4bed978d_240x180.jpg
Lexus LX,"2008 г., 5.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 260 000 км",$ 34 000,https://im.mashina.kg/tachka/images//1/d/7/1d7e0484725b4ad98f10ff0077ec404e_240x180.jpg
Honda CR-V,"2009 г., 2.4 л., автомат, внедорожник 5 дв., бензин, руль слева, 220 000 км",$ 14 300,https://im.mashina.kg/tachka/images//9/9/d/99d3ea235eff4255150eb72ac0b49ba5_240x180.jpg
Lexus GX,"2008 г., 4.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 211 000 км",$ 30 500,https://im.mashina.kg/tachka/images//b/e/4/be499582f2d8fd7f54ba93579ca6dc4c_240x180.jpg
Audi Q7,"2007 г., 4.2 л., автомат, внедорожник 5 дв., бензин, руль слева, 20 000 км",$ 18 800,https://im.mashina.kg/tachka/images//5/4/8/54860901d0b1e61fc6a45880e153c840_240x180.jpg
Nissan X-Trail,"2003 г., 2.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 20 000 км",$ 7 900,https://im.mashina.kg/tachka/images//0/6/3/063e47afeeec9012e447a178c45c4090_240x180.jpg
Hyundai Creta,"2021 г., 2 л., автомат, внедорожник 5 дв., бензин, руль слева, 2 400 км",$ 25 800,https://im.mashina.kg/tachka/images//b/4/6/b469db6e682643bf4b736ea2c8af6318_240x180.jpg
Nissan Juke,"2012 г., 1.6 л., вариатор, внедорожник 5 дв., бензин, руль слева, 100 000 км",$ 11 400,https://im.mashina.kg/tachka/images//3/a/a/3aa15c8be748af5c53e50158abf009aa_240x180.jpg
Nissan Patrol,"2002 г., 3 л., механика, внедорожник 5 дв., дизель, руль слева, 99 900 км",$ 8 500,https://im.mashina.kg/tachka/images//0/e/e/0eecbdec4e09450a53cf5c739d77cafd_240x180.jpg
Toyota Prius,"2018 г., 1.8 л., вариатор, хэтчбек 5 дв., гибрид, руль слева, 66 000 км",$ 16 900,https://im.mashina.kg/tachka/images//2/9/4/2944e302089cd721be1d167b1d790ae9_240x180.jpg
Hyundai Grandeur,"2018 г., 3 л., автомат, седан, бензин / газ, руль слева, 109 446 км",$ 15 500,https://im.mashina.kg/tachka/images//4/9/b/49b8d109d522cc2e19506da5168b48c1_240x180.jpg
Lexus RX,"2017 г., 3.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 96 000 км",$ 44 000,https://im.mashina.kg/tachka/images//6/7/f/67f7d3f137d4e6096c48ef32f0f2d113_240x180.jpg
BMW 6 серии,"2003 г., 4.4 л., автомат, купе, бензин, руль слева, 140 000 км",$ 19 000,https://im.mashina.kg/tachka/images//a/0/0/a00df3cc5d768598cfee17d3c0397415_240x180.jpg
Hyundai Sonata,"2017 г., 2 л., автомат, седан, газ, руль слева, 255 000 км",$ 14 300,https://im.mashina.kg/tachka/images//f/2/5/f2573590cd4bfcdc7c6f71b3e5728177_240x180.jpg
Toyota Avalon,"2014 г., 2.5 л., вариатор, седан, гибрид, руль слева, 128 800 км",$ 20 900,https://im.mashina.kg/tachka/images//6/a/a/6aa3c5e87af5cf585c1e15a6a78730fb_240x180.jpg
Subaru Outback,"2014 г., 2.5 л., вариатор, универсал, бензин, руль слева, 214 000 км",$ 16 000,https://im.mashina.kg/tachka/images//c/3/3/c331b5e4f36245aa48b4071b681ec2f6_240x180.jpg
Kia Carnival,"2017 г., 2.2 л., автомат, минивэн, дизель, руль слева, 137 000 км",$ 18 900,https://im.mashina.kg/tachka/images//a/4/a/a4a68f2189a34c28980c784251a3442f_240x180.jpg
Kia Carnival,"2017 г., 2.2 л., автомат, минивэн, дизель, руль слева, 135 000 км",$ 19 000,https://im.mashina.kg/tachka/images//3/6/f/36fff736002e5f86e468961495083c1a_240x180.jpg
Genesis G70,"2018 г., 2 л., автомат, седан, бензин, руль слева, 79 000 км",$ 25 000,https://im.mashina.kg/tachka/images//4/b/2/4b2ce3710e4693a19af0fc0a48e8d244_240x180.jpg
Hyundai Elantra,"2019 г., 2 л., автомат, седан, бензин, руль слева, 12 000 км",$ 14 400,https://im.mashina.kg/tachka/images//e/b/4/eb46dc9c43610a7d15185389b6e22f92_240x180.jpg
BMW 7 серии,"2015 г., 3 л., автомат, седан, дизель, руль слева, 40 000 км",$ 50 000,https://im.mashina.kg/tachka/images//f/c/3/fc313098eeec55cc88bcde7edcd7a921_240x180.jpg
Lexus RX,"2006 г., 3.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 290 000 км",$ 14 800,https://im.mashina.kg/tachka/images//7/7/0/770012b96b908b56e071139f14b12335_240x180.jpg
Lexus GX,"2008 г., 4.7 л., автомат, внедорожник 5 дв., бензин, руль слева, 156 500 км",$ 33 800,https://im.mashina.kg/tachka/images//c/4/9/c4999f941864726ae5ec507382bfd565_240x180.jpg
